10000 17600
5578 6359 14
5578 6892 9
5579 6896 6
5579 5806 5
5579 6434 21
5579 6787 21
5579 6806 12
5579 6922 12
5580 5833 5
5580 6652 8
5580 6753 8
5581 6619 18
5581 5989 20
5581 6592 18
5582 5985 5
5582 6467 14
5582 6842 21
5583 5849 15
5583 6260 8
5583 6322 8
5584 9791 7
5584 6886 16
5584 6636 7
5585 8996 20
5585 6603 21
5586 6316 17
5586 6846 15
5587 6880 5
5588 6454 16
5588 6968 19
5589 7745 9
5589 5851 17
5590 6364 20
5590 6089 17
5590 6435 11
5591 6249 5
5591 6211 15
5591 6216 5
5592 6521 14
5592 6174 8
5592 6709 12
5593 5948 14
5593 6246 9
5593 6590 18
5593 6740 7
5594 6477 19
5594 6804 17
5595 6113 21
5595 6075 12
5596 6094 5
5596 6200 11
5596 6438 5
5597 6970 21
5597 6136 18
5597 6398 6
5598 8603 7
5598 6943 12
5598 6240 13
5598 6890 10
5599 6449 20
5599 6261 20
5599 6276 18
5599 6734 15
5600 5965 15
5601 6863 15
5601 6102 20
5601 6874 18
5602 7563 5
5602 6674 8
5602 6591 20
5603 7924 8
5603 6869 7
5603 6790 8
5604 7747 11
5604 6606 18
5604 6855 10
5605 5995 10
5605 6262 21
5605 6661 18
5605 6684 17
5605 6730 14
5605 6732 16
5606 6357 11
5606 6772 12
5607 8340 8
5607 6427 13
5608 6416 7
5608 5908 15
5608 6958 9
5609 7343 6
5609 5948 6
5609 5807 6
5609 6794 17
5610 6589 7
5610 6284 10
5610 6907 15
5611 6681 20
5611 5822 20
5611 6217 18
5611 6953 10
5611 6984 9
5612 8912 18
5612 6038 19
5612 5841 16
5612 6677 20
5612 6951 14
5613 6850 7
5613 6627 17
5613 6821 8
5613 6908 7
5614 6998 19
5614 6483 17
5614 6982 6
5615 6989 10
5615 6033 5
5616 6372 9
5616 6269 14
5617 6528 18
5617 6026 12
5617 6185 16
5617 6491 7
5617 6918 17
5618 6565 6
5618 5890 14
5618 6178 8
5619 5939 14
5619 6045 6
5619 6063 11
5619 6345 5
5619 6654 7
5620 5930 12
5620 6375 7
5621 5826 11
5621 6265 7
5622 6834 13
5622 6894 18
5623 6184 14
5623 6247 8
5624 6293 6
5624 6117 19
5624 6493 14
5625 5926 19
5625 6361 19
5625 6601 12
5626 5992 16
5626 6125 5
5626 6600 15
5626 6659 13
5627 6242 19
5627 6830 19
5628 6414 15
5628 6445 16
5629 6706 6
5629 6199 15
5629 6774 12
5630 6502 5
5630 6179 11
5630 6409 6
5631 6811 16
5632 6640 6
5632 5918 17
5632 6757 15
5633 6456 16
5633 6076 13
5633 6257 14
5633 6446 11
5634 8193 15
5634 6739 14
5634 5912 7
5635 6450 18
5635 6219 9
5636 6126 17
5636 6003 9
5636 6281 16
5636 6954 11
5637 6098 8
5637 5987 9
5637 6342 7
5637 6447 10
5637 6792 20
5638 6540 12
5638 5949 11
5639 7399 11
5639 6431 16
5639 6503 21
5639 6579 18
5640 8375 17
5640 6167 12
5640 6638 8
5640 6934 17
5641 5943 15
5641 5808 9
5641 6067 13
5641 6173 21
5641 6574 12
5641 6687 14
5642 6057 14
5643 6824 8
5644 9256 14
5644 6181 13
5644 6192 8
5644 6405 12
5644 6820 13
5645 7140 6
5645 6981 5
5645 5837 17
5645 6004 19
5645 6010 13
5645 6395 8
5646 6589 6
5646 6020 5
5646 6052 6
5647 6328 15
5648 5889 14
5648 6481 6
5649 5909 13
5649 6388 11
5649 6448 11
5650 6817 5
5650 5913 15
5651 9031 19
5651 6845 15
5651 6049 7
5651 6464 11
5651 6789 10
5652 8696 16
5652 6665 15
5652 6172 7
5652 6308 21
5652 6495 17
5652 6833 5
5653 6238 15
5653 6106 17
5653 6354 5
5653 6476 18
5653 6755 21
5654 6209 13
5654 5868 19
5654 6051 6
5654 6068 11
5654 6522 12
5654 6765 9
5654 6813 10
5655 5958 17
5655 5861 19
5656 6631 21
5656 6440 19
5656 6675 20
5656 6716 5
5657 7894 5
5657 6091 17
5657 6796 19
5657 6799 5
5658 7044 6
5658 5842 17
5658 5838 21
5658 5873 20
5658 6682 18
5658 6852 17
5659 5966 17
5659 6319 10
5660 6644 15
5660 6072 16
5660 6300 14
5661 6835 13
5661 5891 21
5661 5924 14
5661 6825 8
5662 8517 18
5662 6692 15
5662 6392 21
5662 6679 6
5663 6248 20
5664 6630 19
5664 6394 9
5665 5947 8
5665 6573 12
5666 6040 9
5666 6002 16
5666 6895 19
5667 6130 19
5667 6122 16
5667 6569 9
5668 6112 10
5669 5842 8
5669 6206 18
5669 6552 19
5669 6617 13
5669 6837 17
5670 6326 18
5670 5996 11
5670 6570 17
5671 9539 12
5671 5878 6
5671 6111 9
5671 6430 13
5671 6610 17
5671 6741 15
5672 6190 9
5673 6022 17
5673 6079 13
5673 6256 14
5673 6305 14
5673 6480 11
5674 6836 19
5674 5899 13
5674 5920 21
5674 5962 21
5675 6336 8
5675 6124 8
5676 5999 17
5676 6059 7
5677 8593 11
5677 6167 5
5677 5936 10
5677 6323 8
5677 6975 10
5677 6986 10
5678 8087 7
5678 6513 13
5678 5906 17
5678 6396 21
5678 6443 10
5678 6482 5
5678 6595 15
5678 6791 5
5679 9942 12
5679 6385 15
5679 5869 12
5679 6027 14
5679 6903 6
5680 6033 20
5680 6526 18
5681 6914 20
5681 6884 19
5682 6078 15
5682 5823 11
5683 6642 15
5683 5813 18
5683 5979 14
5683 6560 11
5683 6666 9
5683 6866 10
5684 6426 16
5684 6496 21
5685 6472 17
5685 5892 12
5686 7041 10
5686 6862 10
5686 5804 11
5686 6093 19
5686 6128 13
5686 6312 20
5686 6604 7
5686 6620 19
5686 6786 17
5687 6506 20
5687 6453 20
5688 5860 17
5688 6060 20
5689 9932 19
5689 6471 19
5689 6267 14
5689 6983 19
5690 6147 6
5690 6037 19
5690 6397 13
5691 6555 10
5692 6411 5
5692 5835 8
5692 5963 7
5692 6485 6
5692 6938 18
5693 6097 7
5693 6761 21
5694 6865 6
5694 6188 10
5695 6673 16
5695 6105 12
5696 6728 5
5696 5829 16
5696 5843 14
5696 5938 12
5696 6505 11
5696 6742 21
5697 6208 5
5697 5944 12
5697 6933 13
5697 6967 11
5698 6726 5
5698 6011 7
5698 6264 15
5698 6386 17
5698 6651 17
5699 6535 16
5699 6542 13
5700 8914 20
5700 6288 7
5700 5960 7
5700 6198 13
5700 6523 9
5700 6743 21
5701 6873 14
5701 6121 5
5701 6151 17
5701 6413 8
5702 8128 11
5702 6793 21
5702 5831 21
5702 6906 5
5703 6036 11
5703 5832 12
5703 6133 6
5703 6221 5
5704 6631 13
5704 5988 12
5704 6937 12
5705 6103 20
5705 6567 19
5705 6594 18
5706 6870 16
5706 5897 7
5706 6270 10
5706 6558 13
5706 6583 21
5706 6815 16
5706 6917 14
5707 6378 6
5707 6244 14
5707 6510 11
5707 6614 21
5707 6909 5
5708 6939 21
5708 6633 7
5708 6831 13
5709 5847 14
5709 6241 13
5709 6883 18
5710 5940 8
5710 6795 6
5710 6897 17
5711 9288 6
5711 6822 11
5711 6848 19
5712 6744 11
5712 5896 18
5712 6872 7
5713 6882 11
5713 6735 17
5713 6781 14
5714 6078 14
5714 5867 17
5714 6839 8
5715 6723 20
5715 6109 9
5715 6189 13
5716 7546 14
5716 6147 9
5717 6879 8
5717 6309 18
5718 6203 13
5719 6612 7
5719 6250 16
5719 6921 9
5720 6826 6
5720 6168 10
5720 6888 19
5721 6432 5
5721 6771 19
5721 6800 19
5722 6670 18
5722 5836 17
5722 6180 6
5722 6504 19
5723 6252 21
5723 6647 10
5724 5866 17
5724 6160 6
5724 6348 19
5725 7244 11
5725 6873 17
5725 6021 6
5726 9859 18
5726 6157 11
5726 6019 20
5726 6144 10
5726 6237 7
5726 6844 13
5727 8625 15
5727 6222 15
5727 6402 5
5727 6885 17
5727 6898 9
5728 6456 8
5728 5846 11
5728 5928 19
5728 6330 12
5728 6524 8
5728 6976 16
5729 6533 8
5729 6698 8
5730 6419 7
5730 5942 5
5730 5981 17
5730 6084 19
5731 6442 11
5731 5937 10
5731 5967 15
5731 6154 13
5731 6421 14
5731 6487 20
5731 6628 10
5731 6694 19
5732 5852 12
5732 5984 8
5732 6207 7
5732 6347 8
5732 6749 6
5732 6935 20
5733 5878 13
5733 6077 10
5733 6748 11
5734 6425 13
5734 6030 15
5734 6187 12
5734 6602 5
5734 6691 20
5735 6764 14
5735 6564 16
5736 7624 13
5736 5925 9
5736 6497 19
5736 6854 15
5737 5885 20
5737 5817 17
5737 5983 16
5738 5947 9
5738 6380 15
5738 6563 7
5738 6927 16
5739 8044 12
5739 5826 13
5739 5888 8
5739 6351 15
5739 6816 15
5740 9799 16
5740 5925 21
5741 5921 8
5741 6212 6
5741 6451 20
5741 6527 7
5742 6571 5
5742 6213 16
5742 6383 13
5742 6987 14
5743 6411 6
5744 6248 9
5745 6047 9
5745 5858 7
5745 6632 12
5746 7821 11
5746 5959 20
5746 6243 10
5746 6775 19
5747 6502 12
5747 5880 14
5748 5969 17
5748 6946 16
5749 5968 20
5749 6259 18
5749 6408 5
5749 6536 13
5750 7128 9
5750 6913 14
5750 5955 16
5750 6867 17
5751 9535 5
5751 6466 17
5751 6215 7
5752 5923 14
5752 6294 19
5752 6337 14
5753 8333 16
5753 6750 21
5753 6424 20
5754 6344 20
5754 6851 5
5755 5886 12
5755 6332 13
5755 6418 8
5756 7472 17
5756 5821 11
5757 6715 9
5758 5854 9
5758 5970 10
5759 6809 20
5759 5974 12
5760 6609 12
5761 6169 15
5761 5951 15
5761 6406 18
5761 6683 10
5762 6963 12
5762 6616 12
5762 6858 17
5763 6036 11
5764 7860 6
5764 6461 19
5764 6162 7
5764 6191 10
5764 6916 6
5765 5994 20
5765 6251 11
5766 6302 14
5766 6539 6
5767 6957 11
5767 5964 17
5767 6086 16
5767 6381 13
5767 6422 21
5767 6680 5
5768 6283 12
5768 5933 16
5769 6911 9
5769 6275 18
5769 6607 12
5770 6751 16
5770 5950 8
5770 6537 17
5770 6931 16
5770 6978 11
5771 6283 14
5771 6532 17
5771 6556 9
5772 6031 8
5773 6643 10
5773 5902 21
5773 6041 8
5773 6639 10
5773 6891 15
5774 6158 7
5774 5875 10
5774 6054 7
5774 6593 7
5774 6823 10
5775 6650 16
5775 6015 21
5775 6143 18
5775 6475 8
5775 6829 12
5776 8503 16
5776 6853 7
5777 6053 19
5777 5980 8
5778 9944 8
5778 6572 11
5778 5840 13
5778 5911 12
5778 6658 5
5779 6494 21
5780 6385 11
5780 5862 5
5780 6912 15
5781 6460 18
5781 5929 8
5781 6582 14
5782 6095 17
5782 6009 13
5782 6227 15
5782 6341 10
5782 6646 9
5782 6717 20
5782 6754 21
5782 6985 16
5783 6479 10
5783 6202 21
5784 6744 21
5784 6452 18
5785 6926 13
5785 6615 9
5786 6557 14
5786 6035 13
5787 6070 15
5787 6950 11
5788 6868 18
5788 6669 19
5788 6905 8
5789 7068 10
5789 6513 12
5789 5819 13
5789 6314 15
5789 6436 15
5789 6597 18
5790 8972 7
5790 5834 19
5791 7643 11
5791 6877 17
5791 5870 17
5791 6484 10
5792 6707 10
5792 6518 9
5792 6538 13
5792 6889 6
5793 5901 9
5794 6728 12
5794 6599 5
5794 6762 13
5794 6859 11
5795 6465 9
5795 6598 8
5795 6705 12
5796 6126 5
5796 5976 17
5796 6082 20
5796 6648 8
5796 6936 13
5797 6718 14
5797 6066 17
5798 6535 17
5798 6356 10
5798 6534 9
5799 8737 20
5799 6474 9
5799 5893 19
5799 6358 21
5799 6545 10
5799 6708 5
5800 8398 10
5800 6139 16
5800 6229 11
5800 6377 12
5801 9020 15
5801 6507 16
5801 6827 5
5802 7010 19
5803 9769 14
5803 7009 7
5804 9857 19
5804 7014 11
5805 7000 21
5806 7416 12
5806 7013 5
5807 7009 7
5808 6995 20
5809 7005 20
5810 6999 12
5811 6990 20
5812 7005 14
5813 7003 8
5814 9995 19
5814 7000 18
5815 7004 9
5816 7007 18
5817 7003 18
5818 6996 17
5819 6988 8
5820 7006 14
5821 7699 8
5821 6999 18
5822 6992 19
5823 7588 16
5823 7000 7
5824 7006 5
5825 7003 21
5826 7011 7
5827 9241 5
5827 7000 11
5828 6998 16
5829 7003 6
5830 7000 6
5831 7002 11
5832 8000 13
5832 7001 20
5833 7005 16
5834 7007 17
5835 9861 7
5835 6996 8
5836 6988 6
5837 6994 5
5838 7011 8
5839 8157 10
5839 7006 5
5840 7011 6
5841 6995 18
5842 6991 11
5843 7895 20
5843 7005 6
5844 9228 15
5844 6993 20
5845 9435 21
5845 7006 8
5846 6992 21
5847 6994 14
5848 7014 18
5849 6995 16
5850 7004 5
5851 8057 13
5851 7003 7
5852 8868 18
5852 6990 14
5853 6993 21
5854 7013 10
5855 8211 8
5855 6992 12
5856 6998 11
5857 7013 11
5858 7688 16
5858 7008 15
5859 7014 11
5860 7780 21
5860 6994 12
5861 7011 5
5862 9722 21
5862 7000 17
5863 6989 8
5864 7013 16
5865 6997 13
5866 6997 7
5867 7011 7
5868 9952 18
5868 7007 21
5869 7004 15
5870 7003 16
5871 6997 21
5872 9676 15
5872 7009 13
5873 9796 8
5873 7010 11
5874 6994 17
5875 7078 10
5875 6993 21
5876 7002 19
5877 7000 13
5878 6996 19
5879 6996 15
5880 6989 13
5881 7001 19
5882 6991 21
5883 6999 14
5884 6994 12
5885 6999 13
5886 8094 5
5886 7011 6
5887 7953 13
5887 6994 6
5888 7002 17
5889 6995 8
5890 7319 19
5890 6997 8
5891 7000 15
5892 7007 14
5893 6991 21
5894 6991 8
5895 6988 13
5896 8952 5
5896 7001 12
5897 7012 16
5898 7007 17
5899 8071 19
5899 7004 20
5900 7003 13
5901 7007 14
5902 7011 14
5903 6997 18
5904 6996 8
5905 9975 21
5905 6993 19
5906 6999 15
5907 6990 10
5908 7373 14
5908 6999 7
5909 6991 8
5910 6998 10
5911 6993 5
5912 7010 15
5913 7007 7
5914 7009 8
5915 8118 17
5915 6998 11
5916 6995 13
5917 8272 12
5917 6999 7
5918 6992 15
5919 6998 11
5920 7009 21
5921 7012 6
5922 6997 6
5923 7012 16
5924 6998 14
5925 7012 11
5926 7014 17
5927 9215 10
5927 7010 8
5928 7011 11
5929 6990 13
5930 7009 8
5931 9256 15
5931 6995 11
5932 6992 13
5933 6993 21
5934 7006 18
5935 7000 8
5936 7012 7
5937 7007 17
5938 6999 16
5939 6997 15
5940 7001 6
5941 6998 14
5942 8019 12
5942 7014 21
5943 8283 13
5943 7004 5
5944 7003 9
5945 6998 17
5946 7595 13
5946 7011 8
5947 7000 10
5948 7003 11
5949 9264 15
5949 6992 10
5950 6992 8
5951 6989 19
5952 8798 21
5952 6989 9
5953 7004 10
5954 6988 7
5955 7012 12
5956 7380 10
5956 6988 9
5957 7014 10
5958 7008 9
5959 6988 21
5960 6994 18
5961 7012 20
5962 6994 16
5963 7009 14
5964 7003 10
5965 7012 7
5966 9628 11
5966 6998 21
5967 7013 14
5968 7009 9
5969 6994 7
5970 7013 7
5971 7041 20
5971 7004 13
5972 7003 12
5973 9082 11
5973 6999 15
5974 7004 7
5975 7003 10
5976 6991 15
5977 8650 6
5977 6989 20
5978 6996 14
5979 9409 17
5979 7011 10
5980 7014 11
5981 7003 17
5982 7796 13
5982 7006 19
5983 7012 9
5984 6999 16
5985 9941 21
5985 6995 5
5986 7007 12
5987 6999 14
5988 9077 13
5988 6998 9
5989 6989 18
5990 6999 21
5991 7003 19
5992 9808 8
5992 7008 11
5993 7006 8
5994 7010 20
5995 6993 9
5996 7007 10
5997 8294 11
5997 6992 18
5998 6996 14
5999 7011 5
6000 7724 13
6000 7001 12
6001 6989 14
6002 9715 16
6002 6989 11
6003 6997 7
6004 8603 10
6004 7013 7
6005 7012 15
6006 8172 11
6006 6995 20
6007 6994 8
6008 7321 20
6008 6999 18
6009 7007 12
6010 7004 10
6011 7000 14
6012 7010 17
6013 6998 11
6014 6991 12
6015 6992 16
6016 6995 9
6017 6997 20
6018 8120 6
6018 6996 11
6019 6988 10
6020 8022 20
6020 7004 18
6021 8810 16
6021 7000 12
6022 6995 11
6023 6989 21
6024 7012 21
6025 6996 20
6026 6997 13
6027 9462 6
6027 6990 6
6028 6997 21
6029 7677 17
6029 7008 16
6030 6995 16
6031 6992 5
6032 6995 8
6033 6999 15
6034 9266 18
6034 7006 10
6035 7009 7
6036 7007 9
6037 6999 17
6038 8036 15
6038 6990 16
6039 7866 14
6039 6991 8
6040 7471 7
6040 6990 12
6041 6997 6
6042 6999 15
6043 6992 20
6044 7682 18
6044 6995 8
6045 7012 5
6046 6997 10
6047 6992 9
6048 7009 6
6049 7008 7
6050 6991 7
6051 6997 20
6052 7011 20
6053 7052 10
6053 7004 8
6054 7003 16
6055 7004 10
6056 7001 9
6057 7006 9
6058 7005 18
6059 7457 21
6059 6992 10
6060 7008 20
6061 6989 20
6062 6990 18
6063 6993 15
6064 7010 13
6065 7006 19
6066 7006 10
6067 6998 6
6068 8500 14
6068 6995 10
6069 7006 15
6070 6988 12
6071 7010 17
6072 7005 15
6073 7004 15
6074 6995 12
6075 7001 15
6076 8027 12
6076 7006 20
6077 7002 6
6078 6996 5
6079 7007 7
6080 6998 19
6081 7005 14
6082 6999 13
6083 7005 17
6084 7013 11
6085 6992 15
6086 8610 14
6086 7009 19
6087 7005 7
6088 7000 16
6089 9907 16
6089 7006 8
6090 9201 5
6090 7005 18
6091 6997 21
6092 7007 8
6093 7002 20
6094 6995 12
6095 7013 10
6096 6993 10
6097 6996 19
6098 7005 9
6099 6991 6
6100 6996 20
6101 9148 6
6101 7001 19
6102 6993 15
6103 7770 5
6103 7002 19
6104 6996 6
6105 6999 8
6106 6991 10
6107 9135 5
6107 7009 5
6108 7012 16
6109 8813 7
6109 7009 10
6110 8748 6
6110 7013 19
6111 6991 14
6112 7009 20
6113 6992 15
6114 7003 7
6115 7011 18
6116 9866 14
6116 6996 19
6117 7001 17
6118 7006 7
6119 7005 20
6120 7489 15
6120 6999 9
6121 7009 14
6122 9977 21
6122 6988 19
6123 6989 19
6124 8313 6
6124 7008 14
6125 6992 16
6126 8821 11
6126 6989 7
6127 7769 13
6127 6993 16
6128 6992 13
6129 9566 9
6129 7014 7
6130 6997 21
6131 6988 10
6132 7453 21
6132 7001 13
6133 7012 18
6134 6988 17
6135 6998 11
6136 7005 19
6137 7010 16
6138 7003 21
6139 7002 20
6140 8214 19
6140 7012 17
6141 7804 11
6141 7009 9
6142 7002 7
6143 9432 21
6143 7014 14
6144 7003 6
6145 8060 9
6145 7002 17
6146 7009 20
6147 6995 5
6148 6989 5
6149 7006 16
6150 6999 21
6151 6990 9
6152 7007 12
6153 8045 14
6153 6996 10
6154 7008 5
6155 8361 15
6155 6992 6
6156 7480 9
6156 6997 12
6157 8426 12
6157 7010 15
6158 6994 14
6159 7009 8
6160 7004 6
6161 7003 21
6162 7009 19
6163 7008 19
6164 7006 18
6165 7002 10
6166 6992 7
6167 7818 13
6167 7008 11
6168 9716 15
6168 7005 9
6169 6997 10
6170 7009 17
6171 7005 7
6172 7703 8
6172 6993 9
6173 6991 13
6174 7013 5
6175 7011 19
6176 6998 17
6177 8094 20
6177 6996 20
6178 6989 13
6179 7011 5
6180 6990 21
6181 7014 11
6182 7111 9
6182 6992 14
6183 6998 15
6184 7119 5
6184 6988 19
6185 6991 9
6186 6993 15
6187 8086 11
6187 6989 20
6188 6990 6
6189 6992 10
6190 7008 21
6191 7011 21
6192 6988 21
6193 7000 15
6194 7007 18
6195 6999 18
6196 7000 7
6197 7004 11
6198 7000 5
6199 6998 9
6200 6999 8
6201 8759 18
6201 6999 10
6202 6989 19
6203 9487 9
6203 6988 21
6204 7002 6
6205 9020 16
6205 7001 15
6206 9504 13
6206 6994 16
6207 6997 21
6208 6991 6
6209 7002 13
6210 7419 11
6210 7005 17
6211 7001 7
6212 7007 21
6213 6994 20
6214 8106 12
6214 7005 11
6215 7199 13
6215 6989 11
6216 9850 16
6216 7014 12
6217 6991 11
6218 8834 19
6218 6988 16
6219 9882 9
6219 6996 20
6220 9825 21
6220 6989 14
6221 7005 16
6222 6998 7
6223 9365 9
6223 6988 19
6224 6996 8
6225 7008 20
6226 7000 15
6227 6996 10
6228 6996 17
6229 8323 5
6229 7009 13
6230 7010 7
6231 6994 13
6232 9501 9
6232 7006 5
6233 7003 21
6234 7504 9
6234 6996 18
6235 7004 17
6236 8182 11
6236 6988 19
6237 7010 18
6238 6994 7
6239 8577 11
6239 7007 9
6240 7009 7
6241 6993 14
6242 6993 8
6243 7011 6
6244 9185 17
6244 7013 7
6245 6989 18
6246 7009 8
6247 6993 18
6248 6995 17
6249 9061 5
6249 6992 11
6250 7004 13
6251 7014 10
6252 9990 13
6252 6992 21
6253 7004 16
6254 6988 20
6255 9142 19
6255 7003 13
6256 7005 15
6257 6992 9
6258 6990 10
6259 9859 9
6259 7009 12
6260 6992 21
6261 6997 10
6262 6999 6
6263 6990 14
6264 6994 16
6265 7442 5
6265 7012 13
6266 7579 19
6266 6992 16
6267 7011 6
6268 9697 12
6268 6997 9
6269 7011 5
6270 7565 13
6270 7004 18
6271 7010 16
6272 7003 5
6273 6998 21
6274 6996 18
6275 6991 14
6276 7014 8
6277 7012 7
6278 9250 7
6278 6988 12
6279 9800 6
6279 7013 17
6280 7009 9
6281 7009 20
6282 6991 7
6283 7005 10
6284 6992 11
6285 7010 18
6286 6990 13
6287 8604 5
6287 7003 10
6288 6995 17
6289 6992 11
6290 7436 14
6290 7004 7
6291 6993 19
6292 7002 14
6293 7012 5
6294 7013 18
6295 9307 14
6295 7013 21
6296 6988 5
6297 7012 17
6298 6999 13
6299 9275 19
6299 7000 15
6300 6996 17
6301 6992 14
6302 9486 14
6302 6993 14
6303 6998 5
6304 8738 11
6304 7011 17
6305 6988 17
6306 6988 15
6307 8154 17
6307 6998 10
6308 7011 8
6309 6997 19
6310 7000 18
6311 7007 14
6312 7014 14
6313 8450 6
6313 6995 6
6314 6999 5
6315 8965 18
6315 6998 15
6316 6988 14
6317 6999 14
6318 9858 16
6318 7011 17
6319 7074 17
6319 6988 5
6320 6996 21
6321 9612 8
6321 7011 15
6322 7008 5
6323 9933 11
6323 7013 16
6324 6998 12
6325 7000 19
6326 7009 8
6327 7002 13
6328 6994 5
6329 6988 11
6330 6990 11
6331 7012 10
6332 8741 9
6332 6988 18
6333 7001 10
6334 6990 17
6335 7589 16
6335 7010 9
6336 7737 15
6336 6993 5
6337 6994 16
6338 7001 7
6339 7008 17
6340 7004 12
6341 7002 7
6342 9010 12
6342 7004 9
6343 6999 21
6344 6997 13
6345 9149 5
6345 7000 12
6346 7006 6
6347 9478 15
6347 7008 18
6348 9879 19
6348 6998 19
6349 6990 11
6350 6993 19
6351 7011 21
6352 6997 11
6353 8862 17
6353 7007 9
6354 6994 18
6355 6988 5
6356 7009 9
6357 7010 18
6358 6998 9
6359 8718 12
6359 7003 10
6360 7011 20
6361 8824 15
6361 6999 16
6362 6998 19
6363 7010 9
6364 7013 19
6365 7687 5
6365 6991 14
6366 6990 19
6367 6993 18
6368 7003 17
6369 6993 20
6370 8199 14
6370 6992 20
6371 7013 10
6372 6990 14
6373 7478 11
6373 6989 20
6374 7006 6
6375 6989 13
6376 7008 10
6377 6996 9
6378 7006 16
6379 7941 8
6379 6992 15
6380 9114 19
6380 6988 6
6381 6995 9
6382 7013 8
6383 7003 9
6384 6992 17
6385 6989 17
6386 7781 7
6386 6991 20
6387 6992 12
6388 7009 20
6389 9983 13
6389 7009 8
6390 7817 20
6390 7007 15
6391 6990 9
6392 7007 9
6393 7011 19
6394 6995 5
6395 8009 12
6395 6996 14
6396 7006 20
6397 9863 8
6397 6999 17
6398 7011 9
6399 7014 5
6400 7003 7
6401 7868 18
6401 6991 7
6402 6992 18
6403 9489 8
6403 7000 13
6404 6996 17
6405 7007 9
6406 8224 13
6406 6988 8
6407 6992 19
6408 6996 19
6409 6995 13
6410 7006 20
6411 7001 7
6412 7012 10
6413 7157 10
6413 6988 7
6414 7013 21
6415 6996 11
6416 7008 15
6417 7008 8
6418 6997 7
6419 8382 17
6419 7004 7
6420 6992 15
6421 8753 5
6421 7010 15
6422 7012 12
6423 7568 21
6423 7010 19
6424 7000 17
6425 8182 19
6425 7003 18
6426 9758 18
6426 7003 10
6427 9017 6
6427 6991 15
6428 6992 21
6429 7184 18
6429 7014 15
6430 6996 19
6431 8340 12
6431 7011 17
6432 7439 14
6432 6991 16
6433 7749 19
6433 6993 6
6434 8661 13
6434 7003 12
6435 6989 11
6436 7011 5
6437 7010 7
6438 6991 19
6439 6992 12
6440 7010 9
6441 8386 5
6441 7005 5
6442 6998 14
6443 7045 6
6443 6990 18
6444 9672 5
6444 7005 15
6445 7007 7
6446 6988 5
6447 7011 20
6448 9533 18
6448 6993 12
6449 7010 16
6450 6998 21
6451 7002 16
6452 6992 9
6453 7028 18
6453 7006 10
6454 9846 10
6454 7014 21
6455 6991 13
6456 6993 21
6457 7722 11
6457 7003 7
6458 8988 21
6458 7012 21
6459 7006 7
6460 6988 14
6461 7010 6
6462 7008 5
6463 7006 13
6464 8152 20
6464 7001 13
6465 9372 5
6465 6993 21
6466 7012 9
6467 7003 10
6468 7009 10
6469 7359 15
6469 7009 9
6470 6994 20
6471 8623 10
6471 7003 21
6472 7011 11
6473 6995 9
6474 6990 7
6475 7365 6
6475 7014 13
6476 7006 6
6477 7000 13
6478 7006 6
6479 6993 17
6480 6999 17
6481 6990 18
6482 7003 15
6483 6993 17
6484 7014 5
6485 8383 20
6485 7002 18
6486 8645 9
6486 7008 21
6487 8094 5
6487 6988 17
6488 7937 15
6488 6988 16
6489 6992 8
6490 7826 6
6490 6994 12
6491 7014 15
6492 7000 15
6493 7014 21
6494 6998 10
6495 7000 6
6496 6998 15
6497 7301 20
6497 7008 12
6498 7012 18
6499 7014 13
6500 6996 5
6501 7004 13
6502 7009 9
6503 7008 20
6504 9560 10
6504 7010 20
6505 6991 21
6506 6993 13
6507 9741 6
6507 7010 7
6508 6995 20
6509 6989 12
6510 7002 5
6511 6988 5
6512 7013 9
6513 7212 8
6513 7013 13
6514 7014 16
6515 7014 18
6516 7012 18
6517 6999 12
6518 7008 14
6519 6988 11
6520 7014 11
6521 7005 16
6522 6999 11
6523 9941 14
6523 7000 7
6524 7009 6
6525 6999 9
6526 6993 20
6527 7013 21
6528 7703 19
6528 7005 9
6529 7004 8
6530 6999 21
6531 6993 8
6532 7001 14
6533 6997 13
6534 7011 17
6535 6996 14
6536 6994 8
6537 7005 8
6538 6994 17
6539 6992 16
6540 8342 14
6540 7009 14
6541 6992 7
6542 9481 8
6542 7005 12
6543 6994 16
6544 7005 16
6545 8387 17
6545 7002 13
6546 7002 9
6547 8987 5
6547 7013 15
6548 6990 19
6549 9589 6
6549 7010 16
6550 7013 15
6551 6995 5
6552 8984 9
6552 6991 18
6553 6995 20
6554 7008 8
6555 7002 16
6556 7003 21
6557 7008 14
6558 7000 12
6559 7003 21
6560 7013 10
6561 6997 20
6562 8476 16
6562 7002 12
6563 7001 6
6564 7002 11
6565 9539 20
6565 7006 7
6566 7007 6
6567 7002 9
6568 7002 20
6569 6991 7
6570 6989 5
6571 6990 13
6572 9962 17
6572 7013 9
6573 8141 7
6573 7003 12
6574 9984 8
6574 7006 18
6575 7004 11
6576 7810 12
6576 7005 10
6577 7001 18
6578 6990 21
6579 6989 9
6580 6999 12
6581 7609 5
6581 6993 19
6582 9281 9
6582 7011 7
6583 9666 6
6583 6998 15
6584 7003 13
6585 7008 15
6586 7253 10
6586 7008 6
6587 6994 20
6588 6989 10
6589 6989 12
6590 7008 15
6591 7891 6
6591 6992 14
6592 7002 13
6593 6998 20
6594 6988 21
6595 7010 21
6596 7000 20
6597 7014 8
6598 6997 18
6599 6989 9
